Activity ID,Activity Date,Activity Name,Activity Type,Activity Description,Elapsed Time,Distance,Max Heart Rate,Relative Effort,Commute,Activity Private Note,Activity Gear,Filename,Athlete Weight,Bike Weight,Elapsed Time,Moving Time,Distance,Max Speed,Average Speed,Elevation Gain,Elevation Loss,Elevation Low,Elevation High,Max Grade,Average Grade,Average Positive Grade,Average Negative Grade,Max Cadence,Average Cadence,Max Heart Rate,Average Heart Rate,Max Watts,Average Watts,Calories,Max Temperature,Average Temperature,Relative Effort,Total Work,Number of Runs,Uphill Time,Downhill Time,Other Time,Perceived Exertion,Type,Start Time,Weighted Average Power,Power Count,Prefer Perceived Exertion,Perceived Relative Effort,Commute,Total Weight Lifted,From Upload,Grade Adjusted Distance,Weather Observation Time,Weather Condition,Weather Temperature,Apparent Temperature,Dewpoint,Humidity,Weather Pressure,Wind Speed,Wind Gust,Wind Bearing,Precipitation Intensity,Sunrise Time,Sunset Time,Moon Phase,Bike,Gear,Precipitation Probability,Precipitation Type,Cloud Cover,Weather Visibility,UV Index,Weather Ozone,Jump Count,Total Grit,Average Flow,Flagged,Average Elapsed Speed,Dirt Distance,Newly Explored Distance,Newly Explored Dirt Distance,Activity Count,Total Steps,Carbon Saved,Pool Length,Training Load,Intensity,Average Grade Adjusted Pace,Timer Time,Total Cycles,Media
2434878131,"Jun 7, 2019, 1:51:33 AM",Evening Run,Run,,1347,0,,,false,,,activities/2587897942.tcx.gz,,,,1347.0,,0.0,,,,,,0.0,0.0,,,61.0,59.620689392089844,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,""
2434878132,"May 17, 2019, 2:13:36 AM",Evening Run,Run,,2799,0,,,false,,,activities/2587897937.tcx.gz,,,,2799.0,,0.0,,,,,,0.0,0.0,,,61.0,60.00621032714844,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,""
2434878133,"Apr 11, 2019, 1:46:07 AM",Evening Run,Run,,1820,2.46,,,false,,,activities/2587897936.gpx.gz,,,,1772.0,2462.5,1.7000000476837158,,14.286666870117188,,-2.5999999046325684,10.0,7.099999904632568,-0.01624365523457527,,,121.0,63.2901725769043,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,""
2434878134,"May 15, 2019, 7:03:30 AM",Night Run,Run,,1244,0,,,false,,,activities/2587897919.tcx.gz,,,,1244.0,,0.0,,,,,,0.0,0.0,,,62.0,60.122642517089844,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,""
2434878140,"Mar 27, 2019, 5:49:28 PM",Morning Run,Run,,1130,0,,,false,,,activities/2587897948.tcx.gz,,,,1130.0,,0.0,,,,,,0.0,0.0,,,64.0,60.15254211425781,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,""
2434878141,"May 2, 2019, 1:50:45 AM",Evening Run,Run,,1971,2.73,,,false,,,activities/2587897938.gpx.gz,,,,1867.0,2736.800048828125,2.0999999046325684,,21.946666717529297,21.54669952392578,-2.5999999046325684,10.699999809265137,6.599999904632568,0.014615609310567379,,,121.0,63.35421371459961,,,,,,,,,,,,,,,,,,,,,,,,2776.800048828125,,,,,,,,,,,,,,,,,,,,,,,,,,,,1117.300048828125,,,,,,,,,,,,""
2434878143,"May 9, 2019, 6:32:22 AM",Night Run,Run,,1425,0,,,false,,,activities/2587897947.tcx.gz,,,,1425.0,,0.0,,,,,,0.0,0.0,,,63.0,60.03664779663086,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,""
2434878147,"May 29, 2019, 12:31:19 AM",Afternoon Run,Run,,1389,0,,,false,,,activities/2587897953.tcx.gz,,,,1389.0,,0.0,,,,,,0.0,0.0,,,62.0,59.17063522338867,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,""
2434878150,"May 5, 2019, 5:01:35 AM",Night Run,Run,,1089,0,,,false,,,activities/2587897952.tcx.gz,,,,1089.0,,0.0,,,,,,0.0,0.0,,,92.0,60.372093200683594,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,""
2434878153,"Apr 2, 2019, 10:35:57 PM",Afternoon Run,Run,,1143,0,,,false,,,activities/2587897954.tcx.gz,,,,1143.0,,0.0,,,,,,0.0,0.0,,,61.0,58.79832077026367,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,""
2434878154,"May 13, 2019, 6:05:11 AM",Night Run,Run,,1291,0,,,false,,,activities/2587897960.tcx.gz,,,,1291.0,,0.0,,,,,,0.0,0.0,,,71.0,59.4505500793457,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,""
2434878156,"Apr 14, 2019, 5:16:37 AM",Night Run,Run,,1234,0,,,false,,,activities/2587897957.tcx.gz,,,,1234.0,,0.0,,,,,,0.0,0.0,,,60.0,60.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,""
2434878160,"Mar 28, 2019, 1:39:48 AM",Evening Run,Run,,2428,4.07,,,false,,,activities/2587897949.gpx.gz,,,,2176.0,4076.0,3.0,,7.063333511352539,6.763329982757568,5.300000190734863,10.300000190734863,3.9000000953674316,0.007360157091170549,,,123.0,78.46524810791016,,,,,,,,,,,,,,,,,,,,,,,,4085.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,""
2434878161,"Apr 10, 2019, 7:03:57 PM",Lunch Run,Run,,1146,0,,,false,,,activities/2587897962.tcx.gz,,,,1146.0,,0.0,,,,,,0.0,0.0,,,61.0,60.05813980102539,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,""
